"position","const","created","modified","description","Title","Title type","Directors","RDLongoria rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"202","tt0285823","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Once Upon a Time in Mexico","Feature Film","Robert Rodriguez","7","6.4","102","2003","action, crime, thriller","129062","2003-08-27","http://www.imdb.com/title/tt0285823/"
"203","tt0081283","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Ordinary People","Feature Film","Robert Redford","","7.8","124","1980","drama","34782","1980-09-19","http://www.imdb.com/title/tt0081283/"
"204","tt0120780","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Out of Sight","Feature Film","Steven Soderbergh","","7.0","123","1998","crime, drama, romance, thriller","71252","1998-06-26","http://www.imdb.com/title/tt0120780/"
"205","tt0093748","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Planes, Trains & Automobiles","Feature Film","John Hughes","8","7.6","93","1987","comedy, drama","89068","1987-11-25","http://www.imdb.com/title/tt0093748/"
"206","tt0091763","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Platoon","Feature Film","Oliver Stone","9","8.1","120","1986","drama, war","288037","1986-12-19","http://www.imdb.com/title/tt0091763/"
"207","tt0114148","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Pocahontas","Feature Film","Mike Gabriel, Eric Goldberg","7","6.6","81","1995","animation, adventure, drama, family, history, musical, romance","117661","1995-06-15","http://www.imdb.com/title/tt0114148/"
"208","tt0390384","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Primer","Feature Film","Shane Carruth","5","7.0","77","2004","drama, sci_fi, thriller","71270","2004-01-16","http://www.imdb.com/title/tt0390384/"
"209","tt0395251","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","The Producers","Feature Film","Susan Stroman","","6.4","134","2005","comedy, musical","34936","2005-12-16","http://www.imdb.com/title/tt0395251/"
"210","tt0155975","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Psycho","Feature Film","Gus Van Sant","","4.6","105","1998","horror, mystery, thriller","37806","1998-12-04","http://www.imdb.com/title/tt0155975/"
"211","tt0250687","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Rat Race","Feature Film","Jerry Zucker","7","6.4","112","2001","adventure, comedy","92806","2001-07-30","http://www.imdb.com/title/tt0250687/"
"212","tt1748179","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Red Lights","Feature Film","Rodrigo Cortés","","6.2","114","2012","drama, mystery, thriller","47689","2012-01-20","http://www.imdb.com/title/tt1748179/"
"213","tt0100477","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","The Rescuers Down Under","Feature Film","Hendel Butoy, Mike Gabriel","","6.9","77","1990","animation, adventure, crime, drama, family, fantasy, mystery","26687","1990-11-16","http://www.imdb.com/title/tt0100477/"
"214","tt0063518","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Romeo and Juliet","Feature Film","Franco Zeffirelli","","7.7","138","1968","drama, romance","23544","1968-03-04","http://www.imdb.com/title/tt0063518/"
"215","tt0091867","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","A Room with a View","Feature Film","James Ivory","","7.4","117","1985","drama, romance","29247","1985-12-13","http://www.imdb.com/title/tt0091867/"
"216","tt0063522","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Rosemary's Baby","Feature Film","Roman Polanski","6","8.0","136","1968","drama, horror","138897","1968-06-12","http://www.imdb.com/title/tt0063522/"
"217","tt1862079","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Safety Not Guaranteed","Feature Film","Colin Trevorrow","","7.0","86","2012","comedy, drama, romance","100264","2012-01-22","http://www.imdb.com/title/tt1862079/"
"218","tt0379786","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Serenity","Feature Film","Joss Whedon","6","8.0","119","2005","action, adventure, sci_fi, thriller","240470","2005-08-22","http://www.imdb.com/title/tt0379786/"
"219","tt0138097","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Shakespeare in Love","Feature Film","John Madden","5","7.2","123","1998","comedy, drama, romance","174180","1998-12-03","http://www.imdb.com/title/tt0138097/"
"220","tt0076723","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Slap Shot","Feature Film","George Roy Hill","","7.4","123","1977","comedy, drama, sport","28064","1977-02-25","http://www.imdb.com/title/tt0076723/"
"221","tt0117666","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Sling Blade","Feature Film","Billy Bob Thornton","8","8.0","135","1996","drama","71782","1996-08-30","http://www.imdb.com/title/tt0117666/"
"222","tt1464580","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Stake Land","Feature Film","Jim Mickle","","6.5","98","2010","drama, horror, sci_fi","33935","2010-09-17","http://www.imdb.com/title/tt1464580/"
"223","tt0108941","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","The Stand","Mini-Series","","","7.3","361","1994","adventure, drama, fantasy, horror, sci_fi","24436","1994-05-08","http://www.imdb.com/title/tt0108941/"
"224","tt0803061","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Red Dog","Feature Film","Kriv Stenders","","7.5","92","2011","biography, comedy, drama, family, romance","12861","2011-02","http://www.imdb.com/title/tt0803061/"
"225","tt0889573","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","The Switch","Feature Film","Josh Gordon, Will Speck","","6.1","101","2010","comedy, drama, romance","77095","2010-08-19","http://www.imdb.com/title/tt0889573/"
"226","tt1658837","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","The Tall Man","Feature Film","Pascal Laugier","","6.0","106","2012","crime, drama, horror, mystery, thriller","31465","2012-03-12","http://www.imdb.com/title/tt1658837/"
"227","tt0090142","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Teen Wolf","Feature Film","Rod Daniel","","6.0","91","1985","comedy, fantasy","34485","1985-08-23","http://www.imdb.com/title/tt0090142/"
"228","tt0086425","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Terms of Endearment","Feature Film","James L. Brooks","6","7.4","132","1983","comedy, drama","39858","1983-11-20","http://www.imdb.com/title/tt0086425/"
"229","tt0084787","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","The Thing","Feature Film","John Carpenter","9","8.2","109","1982","horror, sci_fi","254086","1982-06-25","http://www.imdb.com/title/tt0084787/"
"230","tt0088258","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","This Is Spinal Tap","Feature Film","Rob Reiner","5","8.0","82","1984","comedy, music","104390","1984-03-02","http://www.imdb.com/title/tt0088258/"
"231","tt0823671","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Tinker Bell","Video","Bradley Raymond","","6.9","78","2008","animation, adventure, family, fantasy","8545","2008-09-11","http://www.imdb.com/title/tt0823671/"
"232","tt1216515","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Tinker Bell and the Great Fairy Rescue","Video","Bradley Raymond","","7.0","76","2010","animation, adventure, family, fantasy","5312","2010-07-23","http://www.imdb.com/title/tt1216515/"
"233","tt1217213","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Secret of the Wings","Feature Film","Bobs Gannaway, Peggy Holmes","","7.2","75","2012","animation, family, fantasy","7857","2012-08-16","http://www.imdb.com/title/tt1217213/"
"234","tt0114694","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Tommy Boy","Feature Film","Peter Segal","9","7.0","97","1995","comedy","62226","1995-03-31","http://www.imdb.com/title/tt0114694/"
"235","tt0840361","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","The Town","Feature Film","Ben Affleck","7","7.6","125","2010","crime, drama, thriller","277472","2010-09-08","http://www.imdb.com/title/tt0840361/"
"236","tt0086465","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Trading Places","Feature Film","John Landis","8","7.5","116","1983","comedy","101825","1983-06-08","http://www.imdb.com/title/tt0086465/"
"237","tt0181865","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Traffic","Feature Film","Steven Soderbergh","4","7.6","147","2000","crime, drama, thriller","169538","2000-12-27","http://www.imdb.com/title/tt0181865/"
"238","tt1399103","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Transformers: Dark of the Moon","Feature Film","Michael Bay","4","6.3","154","2011","action, adventure, sci_fi","323100","2011-06-23","http://www.imdb.com/title/tt1399103/"
"239","tt0133240","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Treasure Planet","Feature Film","Ron Clements, John Musker","","7.1","95","2002","animation, adventure, family, sci_fi","70320","2002-11-05","http://www.imdb.com/title/tt0133240/"
"240","tt0100814","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Tremors","Feature Film","Ron Underwood","8","7.1","96","1990","comedy, horror, sci_fi","88956","1990-01-19","http://www.imdb.com/title/tt0100814/"
"241","tt0094226","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","The Untouchables","Feature Film","Brian De Palma","6","7.9","119","1987","crime, drama, thriller","216933","1987-06-02","http://www.imdb.com/title/tt0094226/"
"242","tt0259711","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Vanilla Sky","Feature Film","Cameron Crowe","6","6.9","136","2001","fantasy, mystery, romance, sci_fi, thriller","205303","2001-12-10","http://www.imdb.com/title/tt0259711/"
"243","tt0120461","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Volcano","Feature Film","Mick Jackson","4","5.4","104","1997","action, drama, sci_fi, thriller","57603","1997-04-25","http://www.imdb.com/title/tt0120461/"
"244","tt0209475","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","The Wedding Planner","Feature Film","Adam Shankman","","5.2","103","2001","comedy, romance","60663","2001-01-26","http://www.imdb.com/title/tt0209475/"
"245","tt0469641","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","World Trade Center","Feature Film","Oliver Stone","","6.0","129","2006","drama, history, thriller","66982","2006-08-09","http://www.imdb.com/title/tt0469641/"
"246","tt1625346","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Young Adult","Feature Film","Jason Reitman","","6.3","94","2011","comedy, drama","64162","2011-12-09","http://www.imdb.com/title/tt1625346/"
"247","tt0076618","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","The Rescuers","Feature Film","John Lounsbery, Wolfgang Reitherman","","6.9","78","1977","animation, adventure, family, fantasy","42563","1977-06-19","http://www.imdb.com/title/tt0076618/"
"248","tt1441912","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","The Way","Feature Film","Emilio Estevez","","7.4","123","2010","adventure, comedy, drama","22338","2010-09-10","http://www.imdb.com/title/tt1441912/"
"249","tt0105046","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","Of Mice and Men","Feature Film","Gary Sinise","7","7.5","115","1992","drama","31734","1992-09-16","http://www.imdb.com/title/tt0105046/"
"250","tt0277434","Sat Mar 16 12:41:16 2013","Sat Mar 16 12:41:16 2013","","We Were Soldiers","Feature Film","Randall Wallace","8","7.1","138","2002","action, drama, history, war","102103","2002-02-25","http://www.imdb.com/title/tt0277434/"
"251","tt1119123","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Accidents Happen","Feature Film","Andrew Lancaster","","6.2","92","2009","comedy, drama","2323","2009-04-23","http://www.imdb.com/title/tt1119123/"
"252","tt0115632","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Basquiat","Feature Film","Julian Schnabel","","6.9","108","1996","biography, drama","15739","1996-08-09","http://www.imdb.com/title/tt0115632/"
"253","tt0482461","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Barry Munday","Feature Film","Chris D'Arienzo","","5.9","95","2010","comedy, drama, romance","3415","2010-03-13","http://www.imdb.com/title/tt0482461/"
"254","tt0914797","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Bottle Shock","Feature Film","Randall Miller","","6.8","110","2008","comedy, drama","12027","2008-01-18","http://www.imdb.com/title/tt0914797/"
"255","tt0926380","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","The Boys Are Back","Feature Film","Scott Hicks","","6.8","104","2009","drama","8708","2009-09-15","http://www.imdb.com/title/tt0926380/"
"256","tt0204175","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Boys and Girls","Feature Film","Robert Iscove","","5.3","94","2000","comedy, drama, romance","13561","2000-06-16","http://www.imdb.com/title/tt0204175/"
"257","tt0462219","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Camille","Feature Film","Gregory Mackenzie","","6.1","94","2008","adventure, comedy, drama, fantasy, romance","3855","2008-04-13","http://www.imdb.com/title/tt0462219/"
"258","tt0376543","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Color Me Kubrick","Feature Film","Brian Cook","","6.2","86","2005","comedy, drama","5580","2005-10-06","http://www.imdb.com/title/tt0376543/"
"259","tt0118849","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Children of Heaven","Feature Film","Majid Majidi","","8.5","89","1997","drama, family","26129","1997-02","http://www.imdb.com/title/tt0118849/"
"260","tt0974014","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Creation","Feature Film","Jon Amiel","","6.7","108","2009","biography, drama","11524","2009-09-10","http://www.imdb.com/title/tt0974014/"
"261","tt1242423","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Dear Lemon Lima","Feature Film","Suzi Yoonessi","","6.5","87","2009","comedy","962","2009-06","http://www.imdb.com/title/tt1242423/"
"262","tt0780516","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Flawless","Feature Film","Michael Radford","","6.8","108","2007","crime, drama, thriller","19356","2007-09-26","http://www.imdb.com/title/tt0780516/"
"263","tt0192023","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Finder's Fee","Feature Film","Jeff Probst","5","6.5","100","2001","drama, thriller","1882","2001-06-19","http://www.imdb.com/title/tt0192023/"
"264","tt0116324","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Flirting with Disaster","Feature Film","David O. Russell","","6.8","92","1996","comedy","14981","1996-03-22","http://www.imdb.com/title/tt0116324/"
"265","tt0107034","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","The Good Son","Feature Film","Joseph Ruben","","6.4","87","1993","drama, horror, thriller","28043","1993-09-24","http://www.imdb.com/title/tt0107034/"
"266","tt0091129","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","The Golden Child","Feature Film","Michael Ritchie","","5.9","94","1986","action, adventure, comedy, fantasy, mystery","39268","1986-12-12","http://www.imdb.com/title/tt0091129/"
"267","tt0099703","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","The Grifters","Feature Film","Stephen Frears","7","7.0","110","1990","crime, drama, thriller","20676","1990-09-14","http://www.imdb.com/title/tt0099703/"
"268","tt0208196","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Happy Accidents","Feature Film","Brad Anderson","","7.3","110","2000","comedy, romance","8340","2000-01-25","http://www.imdb.com/title/tt0208196/"
"269","tt0107426","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Little Buddha","Feature Film","Bernardo Bertolucci","","6.0","123","1993","drama","12282","1993-12-01","http://www.imdb.com/title/tt0107426/"
"270","tt0147004","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Little Voice","Feature Film","Mark Herman","7","7.0","97","1998","comedy, drama, music, romance","13815","1998-09-18","http://www.imdb.com/title/tt0147004/"
"271","tt0815178","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","The Life Before Her Eyes","Feature Film","Vadim Perelman","","6.4","90","2007","drama, mystery, thriller","12032","2007-09-08","http://www.imdb.com/title/tt0815178/"
"272","tt1319722","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","A Little Help","Feature Film","Michael J. Weithorn","","5.7","109","2010","comedy, drama, romance","2615","2010-05-21","http://www.imdb.com/title/tt1319722/"
"273","tt0100046","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","The Long Walk Home","Feature Film","Richard Pearce","","7.3","97","1990","drama, history","2573","1990-09-11","http://www.imdb.com/title/tt0100046/"
"274","tt0343996","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","The Lost City","Feature Film","Andy Garcia","","6.7","144","2005","drama, romance","8344","2005-09-03","http://www.imdb.com/title/tt0343996/"
"275","tt1050002","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","My Last Five Girlfriends","Feature Film","Julian Kemp","","5.8","87","2009","comedy","1753","2009-04-23","http://www.imdb.com/title/tt1050002/"
"276","tt0070215","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","My Name Is Nobody","Feature Film","Tonino Valerii","","7.5","116","1973","western, comedy","17296","1973-12-13","http://www.imdb.com/title/tt0070215/"
"277","tt0117040","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Microcosmos","Documentary","Claude Nuridsany, Marie Pérennou","","7.9","80","1996","documentary","9078","1996-05","http://www.imdb.com/title/tt0117040/"
"278","tt0810988","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","The Nines","Feature Film","John August","6","6.4","100","2007","drama, fantasy, mystery, sci_fi, thriller","28954","2007-01-21","http://www.imdb.com/title/tt0810988/"
"279","tt1020055","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Night Train","Feature Film","Brian King","","5.7","83","2009","mystery, thriller","7847","2009-04-15","http://www.imdb.com/title/tt1020055/"
"280","tt0408664","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Nobody Knows","Feature Film","Hirokazu Koreeda","","8.1","141","2004","drama","17102","2004-05-13","http://www.imdb.com/title/tt0408664/"
"281","tt0425326","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Outsourced","Feature Film","John Jeffcoat","","7.1","103","2006","comedy, drama, romance","9706","2006-09-12","http://www.imdb.com/title/tt0425326/"
"282","tt1104806","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","One Week","Feature Film","Michael McGowan","","7.1","94","2008","adventure, drama","9456","2008-09-08","http://www.imdb.com/title/tt1104806/"
"283","tt0119942","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Primary Colors","Feature Film","Mike Nichols","","6.7","143","1998","comedy, drama","23829","1998-03-20","http://www.imdb.com/title/tt0119942/"
"284","tt0070510","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Paper Moon","Feature Film","Peter Bogdanovich","5","8.2","102","1973","comedy, crime, drama","22931","1973-05-09","http://www.imdb.com/title/tt0070510/"
"285","tt0110771","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","The Paper","Feature Film","Ron Howard","","6.6","112","1994","comedy, drama","10437","1994-03-25","http://www.imdb.com/title/tt0110771/"
"286","tt0134033","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Plunkett & Macleane","Feature Film","Jake Scott","6","6.4","99","1999","action, adventure, crime, drama","8564","1999-01-22","http://www.imdb.com/title/tt0134033/"
"287","tt0117496","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Robinson Crusoe","Feature Film","Rodney K. Hardy, George Miller","5","5.9","105","1997","drama, adventure","9725","1997-06-12","http://www.imdb.com/title/tt0117496/"
"288","tt0114478","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Smoke","Feature Film","Wayne Wang","","7.4","112","1995","comedy, drama","27733","1995-02-10","http://www.imdb.com/title/tt0114478/"
"289","tt0428038","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","Sweet Land","Feature Film","Ali Selim","","7.3","110","2005","drama, romance","3050","2005-10-21","http://www.imdb.com/title/tt0428038/"
"290","tt0490234","Sat Mar 16 12:42:05 2013","Sat Mar 16 12:42:05 2013","","A Secret","Feature Film","Claude Miller","","6.9","105","2007","drama, war","2536","2007-09-03","http://www.imdb.com/title/tt0490234/"
"291","tt0119227","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Snow White: A Tale of Terror","Feature Film","Michael Cohn","","6.3","100","1997","fantasy, horror","8014","1997-05-09","http://www.imdb.com/title/tt0119227/"
"292","tt0102913","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Shout","Feature Film","Jeffrey Hornaday","","5.0","89","1991","drama, music, romance","1508","1991-10-04","http://www.imdb.com/title/tt0102913/"
"293","tt0829297","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Ten Inch Hero","Feature Film","David Mackay","","7.5","102","2007","comedy, drama, romance","10111","2007-04-25","http://www.imdb.com/title/tt0829297/"
"294","tt1179794","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","TiMER","Feature Film","Jac Schaeffer","","6.6","99","2009","comedy, drama, fantasy, romance, sci_fi","10312","2009-04-26","http://www.imdb.com/title/tt1179794/"
"295","tt0108473","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","The Vanishing","Feature Film","George Sluizer","6","6.3","109","1993","drama, horror, mystery, thriller","18265","1993-02-05","http://www.imdb.com/title/tt0108473/"
"296","tt0120879","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Velvet Goldmine","Feature Film","Todd Haynes","","7.0","124","1998","drama, music","27556","1998-05-21","http://www.imdb.com/title/tt0120879/"
"297","tt0111667","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","The War","Feature Film","Jon Avnet","","6.7","126","1994","drama","10192","1994-11-04","http://www.imdb.com/title/tt0111667/"
"298","tt0954990","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","The Yellow Handkerchief","Feature Film","Udayan Prasad","","6.8","102","2008","drama, romance","6657","2008-01-18","http://www.imdb.com/title/tt0954990/"
"299","tt0087799","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Night of the Comet","Feature Film","Thom Eberhardt","","6.4","95","1984","comedy, horror, sci_fi","12831","1984-11-16","http://www.imdb.com/title/tt0087799/"
"300","tt1753549","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Buck","Documentary","Cindy Meehl","","7.6","88","2011","documentary","2699","2011-01-21","http://www.imdb.com/title/tt1753549/"
"301","tt0204824","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Animal Farm","TV Movie","John Stephenson","","6.0","91","1999","comedy, drama, family","4712","1999-10-03","http://www.imdb.com/title/tt0204824/"
"302","tt0161860","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Nowhere in Africa","Feature Film","Caroline Link","","7.7","141","2001","biography, drama","10615","2001-12-27","http://www.imdb.com/title/tt0161860/"
"303","tt1509803","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Griff the Invisible","Feature Film","Leon Ford","","6.1","90","2010","comedy, drama, romance, sci_fi","4151","2010-09-10","http://www.imdb.com/title/tt1509803/"
"304","tt0119715","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Mousehunt","Feature Film","Gore Verbinski","","6.4","98","1997","comedy, family","41075","1997-12-19","http://www.imdb.com/title/tt0119715/"
"305","tt0760311","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","He Was a Quiet Man","Feature Film","Frank A. Cappello","","6.9","95","2007","drama, romance, thriller","20365","2007-03-11","http://www.imdb.com/title/tt0760311/"
"306","tt0066819","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","The Beguiled","Feature Film","Donald Siegel","8","7.2","105","1971","drama, thriller","9337","1971-03-31","http://www.imdb.com/title/tt0066819/"
"307","tt0402850","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","The Big White","Feature Film","Mark Mylod","6","6.5","100","2005","comedy, crime, drama","12294","2005-07-28","http://www.imdb.com/title/tt0402850/"
"308","tt0772157","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Broken English","Feature Film","Zoe Cassavetes","","6.4","97","2007","comedy, drama, romance","5409","2007-01","http://www.imdb.com/title/tt0772157/"
"309","tt0078872","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","The Black Stallion","Feature Film","Carroll Ballard","","7.4","118","1979","adventure, family, sport","8733","1979-10-13","http://www.imdb.com/title/tt0078872/"
"310","tt0132910","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","The Crow: Salvation","Feature Film","Bharat Nalluri","","5.0","102","2000","action, crime, fantasy, mystery, thriller","8739","2000-01-23","http://www.imdb.com/title/tt0132910/"
"311","tt1657299","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","The Decoy Bride","Feature Film","Sheree Folkson","","6.1","89","2011","comedy, drama, romance","7934","2011-05-14","http://www.imdb.com/title/tt1657299/"
"312","tt0095082","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Eight Men Out","Feature Film","John Sayles","8","7.3","119","1988","drama, history, sport","14964","1988-09-02","http://www.imdb.com/title/tt0095082/"
"313","tt0097257","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Earth Girls Are Easy","Feature Film","Julien Temple","","5.2","100","1988","comedy, musical, romance, sci_fi","16220","1988-09-09","http://www.imdb.com/title/tt0097257/"
"314","tt0093036","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Flowers in the Attic","Feature Film","Jeffrey Bloom","","5.6","93","1987","drama, mystery, thriller","7465","1987-11-20","http://www.imdb.com/title/tt0093036/"
"315","tt0379306","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","A Good Woman","Feature Film","Mike Barker","","6.5","93","2004","drama, comedy, romance","9517","2004-09-15","http://www.imdb.com/title/tt0379306/"
"316","tt0106912","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Fire in the Sky","Feature Film","Robert Lieberman","","6.5","109","1993","biography, drama, mystery, sci_fi","15822","1993-03-12","http://www.imdb.com/title/tt0106912/"
"317","tt0076141","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","High Anxiety","Feature Film","Mel Brooks","","6.7","94","1977","comedy","14915","1977-12-25","http://www.imdb.com/title/tt0076141/"
"318","tt0162360","Sat Mar 16 12:42:06 2013","Sat Mar 16 12:42:06 2013","","Happy, Texas","Feature Film","Mark Illsley","4","6.3","98","1999","comedy, crime, romance","8677","1999-01","http://www.imdb.com/title/tt0162360/"
