"position","const","created","modified","description","Title","Title type","Directors","RDLongoria rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"590","tt0102789","Thu Mar 21 02:31:52 2013","Thu Mar 21 02:31:52 2013","","Ricochet","Feature Film","Russell Mulcahy","6","6.1","102","1991","action, crime, drama, thriller","12562","1991-10-04","http://www.imdb.com/title/tt0102789/"
"591","tt0089470","Thu Mar 21 02:33:09 2013","Thu Mar 21 02:33:09 2013","","The Legend of Billie Jean","Feature Film","Matthew Robbins","6","6.5","96","1985","action, drama","6459","1985-07-19","http://www.imdb.com/title/tt0089470/"
"592","tt0085811","Thu Mar 21 02:34:03 2013","Thu Mar 21 02:34:03 2013","","Krull","Feature Film","Peter Yates","6","6.0","116","1983","action, adventure, fantasy","23037","1983-07-29","http://www.imdb.com/title/tt0085811/"
"593","tt0105104","Thu Mar 21 02:40:47 2013","Thu Mar 21 02:40:47 2013","","Passenger 57","Feature Film","Kevin Hooks","6","5.8","84","1992","action, crime, thriller","36312","1992-11-06","http://www.imdb.com/title/tt0105104/"
"594","tt0113957","Thu Mar 21 02:41:41 2013","Thu Mar 21 02:41:41 2013","","The Net","Feature Film","Irwin Winkler","7","5.8","114","1995","action, crime, drama, mystery, thriller","48436","1995-07-28","http://www.imdb.com/title/tt0113957/"
"595","tt0111094","Thu Mar 21 02:54:41 2013","Thu Mar 21 02:54:41 2013","","The Scout","Feature Film","Michael Ritchie","6","5.3","101","1994","comedy, drama, sport","4905","1994-09-30","http://www.imdb.com/title/tt0111094/"
"596","tt0104299","Thu Mar 21 02:56:26 2013","Thu Mar 21 02:56:26 2013","","Freejack","Feature Film","Geoff Murphy","6","5.3","110","1992","action, crime, sci_fi, thriller","12164","1992-01-17","http://www.imdb.com/title/tt0104299/"
"597","tt0080491","Thu Mar 21 02:58:03 2013","Thu Mar 21 02:58:03 2013","","Caligula","Feature Film","Tinto Brass","6","5.2","156","1979","drama, history","27083","1979-08-14","http://www.imdb.com/title/tt0080491/"
"598","tt0901507","Fri Mar 22 00:17:16 2013","Fri Mar 22 00:17:16 2013","","Rise of the Footsoldier","Feature Film","Julian Gilbey","6","6.9","119","2007","biography, crime, drama","16069","2007-09-07","http://www.imdb.com/title/tt0901507/"
"599","tt0988047","Fri Mar 22 10:42:06 2013","Fri Mar 22 10:42:06 2013","","Traitor","Feature Film","Jeffrey Nachmanoff","6","7.0","114","2008","action, crime, drama, thriller","49047","2008-08-21","http://www.imdb.com/title/tt0988047/"
"600","tt0070909","Fri Mar 22 13:50:15 2013","Fri Mar 22 13:50:15 2013","","Westworld","Feature Film","Michael Crichton","7","7.1","88","1973","action, sci_fi, thriller, western","26106","1973-11-21","http://www.imdb.com/title/tt0070909/"
"601","tt0090190","Fri Mar 22 14:15:54 2013","Fri Mar 22 14:15:54 2013","","The Toxic Avenger","Feature Film","Michael Herz, Samuel Weil","7","6.2","82","1984","action, comedy, horror, sci_fi","19025","1984-05","http://www.imdb.com/title/tt0090190/"
"602","tt0080707","Fri Mar 22 16:00:07 2013","Fri Mar 22 16:00:07 2013","","The Exterminator","Feature Film","James Glickenhaus","6","5.7","99","1980","action, crime, drama, thriller","3559","1980-07-21","http://www.imdb.com/title/tt0080707/"
"603","tt0086508","Sat Mar 23 03:35:51 2013","Sat Mar 23 03:35:51 2013","","Uncommon Valor","Feature Film","Ted Kotcheff","7","6.4","105","1983","action, drama, thriller, war","7005","1983-12-16","http://www.imdb.com/title/tt0086508/"
"604","tt0071866","Sat Mar 23 03:36:11 2013","Sat Mar 23 03:36:11 2013","","Mr. Majestyk","Feature Film","Richard Fleischer","7","6.8","103","1974","action, crime, drama, romance, thriller","5093","1974-07-17","http://www.imdb.com/title/tt0071866/"
"605","tt0087597","Sat Mar 23 03:37:05 2013","Sat Mar 23 03:37:05 2013","","The Last Starfighter","Feature Film","Nick Castle","7","6.7","101","1984","action, adventure, sci_fi","28738","1984-07-13","http://www.imdb.com/title/tt0087597/"
"606","tt0068699","Sat Mar 23 03:38:32 2013","Sat Mar 23 03:38:32 2013","","High Plains Drifter","Feature Film","Clint Eastwood","8","7.6","105","1973","western","35876","1973-04-19","http://www.imdb.com/title/tt0068699/"
"607","tt0097336","Sat Mar 23 03:42:45 2013","Sat Mar 23 03:42:45 2013","","Fat Man and Little Boy","Feature Film","Roland Joffé","7","6.5","127","1989","biography, drama, history, war","5385","1989-10-20","http://www.imdb.com/title/tt0097336/"
"608","tt0091949","Sat Mar 23 03:46:48 2013","Sat Mar 23 03:46:48 2013","","Short Circuit","Feature Film","John Badham","7","6.6","98","1986","comedy, family, sci_fi","43035","1986-05-09","http://www.imdb.com/title/tt0091949/"
"609","tt0067525","Sat Mar 23 03:49:58 2013","Sat Mar 23 03:49:58 2013","","The Omega Man","Feature Film","Boris Sagal","6","6.6","98","1971","action, sci_fi","22293","1971-08-01","http://www.imdb.com/title/tt0067525/"
"610","tt0088170","Sat Mar 23 03:55:54 2013","Sat Mar 23 03:55:54 2013","","Star Trek III: The Search for Spock","Feature Film","Leonard Nimoy","6","6.6","105","1984","action, adventure, sci_fi","57636","1984-06-01","http://www.imdb.com/title/tt0088170/"
"611","tt0108442","Sat Mar 23 04:03:30 2013","Sat Mar 23 04:03:30 2013","","Undercover Blues","Feature Film","Herbert Ross","7","6.0","90","1993","comedy, crime","6079","1993-09-10","http://www.imdb.com/title/tt0108442/"
"612","tt0070895","Sat Mar 23 04:08:37 2013","Sat Mar 23 04:08:37 2013","","Walking Tall","Feature Film","Phil Karlson","6","6.9","125","1973","action, crime, drama, thriller","3391","1973-02-22","http://www.imdb.com/title/tt0070895/"
"613","tt1020530","Thu Mar 28 12:03:02 2013","Thu Mar 28 12:03:02 2013","","Eden Lake","Feature Film","James Watkins","8","6.8","91","2008","horror, thriller","56903","2008-08-12","http://www.imdb.com/title/tt1020530/"
"614","tt1187064","Thu Mar 28 13:36:05 2013","Thu Mar 28 13:36:05 2013","","Triangle","Feature Film","Christopher Smith","7","6.9","99","2009","fantasy, mystery, thriller","62833","2009-08-27","http://www.imdb.com/title/tt1187064/"
"615","tt1989475","Thu Mar 28 18:24:32 2013","Thu Mar 28 18:24:32 2013","","Chained","Feature Film","Jennifer Lynch","8","6.4","94","2012","horror, thriller","12221","2012-08-05","http://www.imdb.com/title/tt1989475/"
"616","tt1900958","Mon Apr  1 07:13:58 2013","Mon Apr  1 07:13:58 2013","","Psywar","Documentary","Scott Noble","7","8.3","99","2010","documentary","138","2010-10-01","http://www.imdb.com/title/tt1900958/"
"617","tt0373283","Mon Apr  1 10:15:39 2013","Mon Apr  1 10:15:39 2013","","Saints and Soldiers","Feature Film","Ryan Little","6","6.8","90","2003","action, adventure, drama, war","17613","2003-09-11","http://www.imdb.com/title/tt0373283/"
"618","tt1601355","Tue Apr  2 19:32:37 2013","Tue Apr  2 19:32:37 2013","","Horizon: Pill Poppers","TV Episode","Emma Jay","7","7.7","","1964","documentary","9","2010-01-20","http://www.imdb.com/title/tt1601355/"
"619","tt0479537","Wed Apr  3 10:05:19 2013","Wed Apr  3 10:05:19 2013","","Seraphim Falls","Feature Film","David Von Ancken","6","6.7","115","2006","action, drama, thriller, war, western","24548","2006-09-13","http://www.imdb.com/title/tt0479537/"
"620","tt0810988","Wed Apr  3 19:14:53 2013","Wed Apr  3 19:14:53 2013","","The Nines","Feature Film","John August","6","6.4","100","2007","drama, fantasy, mystery, sci_fi, thriller","28954","2007-01-21","http://www.imdb.com/title/tt0810988/"
"621","tt1436568","Wed Apr  3 19:45:46 2013","Wed Apr  3 19:45:46 2013","","Assassination Games","Feature Film","Ernie Barbarash","7","6.2","101","2011","action, crime, drama, thriller","13616","2011-07-29","http://www.imdb.com/title/tt1436568/"
"622","tt0114512","Fri Apr  5 07:50:45 2013","Fri Apr  5 07:50:45 2013","","Spin","Documentary","Brian Springer","6","7.8","57","1995","documentary","381","1995-10-06","http://www.imdb.com/title/tt0114512/"
"623","tt0239018","Fri Apr 12 20:26:36 2013","Fri Apr 12 20:26:36 2013","","Empires: The Greeks - Crucible of Civilization","TV Series","","8","7.6","150","2000","documentary, history","182","2000-02-09","http://www.imdb.com/title/tt0239018/"
"624","tt0972369","Fri Apr 12 20:29:36 2013","Fri Apr 12 20:29:36 2013","","The Dark Ages","Documentary","Christopher Cassel","8","7.2","120","2007","documentary, drama, history","278","2007-03-04","http://www.imdb.com/title/tt0972369/"
"625","tt0317874","Fri Apr 12 20:35:22 2013","Fri Apr 12 20:35:22 2013","","Lewis & Clark: Great Journey West","Short Film","Bruce Neibaur","7","7.2","42","2002","adventure, drama, history, western","220","2002-04-20","http://www.imdb.com/title/tt0317874/"
"626","tt1601253","Fri Apr 12 21:26:07 2013","Fri Apr 12 21:26:07 2013","","BattleField Detectives: Siege of Alesia","TV Episode","James Millar","7","7.4","","2003","documentary, history, war","10","2006","http://www.imdb.com/title/tt1601253/"
"627","tt0070112","Fri Apr 12 23:48:06 2013","Fri Apr 12 23:48:06 2013","","The Girl Most Likely to...","TV Movie","Lee Philips","8","7.7","64","1973","comedy, crime, drama","939","1973-11-06","http://www.imdb.com/title/tt0070112/"
"628","tt0421092","Sun Apr 14 13:05:13 2013","Sun Apr 14 13:05:13 2013","","BattleField Detectives","TV Series","David Wright, Bob Bentley","8","7.7","","2003","documentary, history, war","76","2003-08-06","http://www.imdb.com/title/tt0421092/"
"629","tt0230534","Sun Apr 14 15:08:16 2013","Sun Apr 14 15:08:16 2013","","Les Misérables","Mini-Series","","6","7.7","90","2000","drama, history","3491","2000-09-04","http://www.imdb.com/title/tt0230534/"
"630","tt0791307","Sun Apr 14 15:23:56 2013","Sun Apr 14 15:23:56 2013","","The Gospel of Judas","Documentary","James Barrat","8","6.8","120","2006","documentary","207","2006-04-09","http://www.imdb.com/title/tt0791307/"
"631","tt0150463","Sun Apr 14 15:28:46 2013","Sun Apr 14 15:28:46 2013","","Empires of Industry","TV Series","","7","5.8","","1997","","12","1997","http://www.imdb.com/title/tt0150463/"
"632","tt0316293","Sun Apr 14 15:31:23 2013","Sun Apr 14 15:31:23 2013","","Mystery of the Sphinx","Documentary","Bill Cote","7","4.6","","1993","documentary","224","1993-11-10","http://www.imdb.com/title/tt0316293/"
"633","tt0854558","Sun Apr 14 15:33:04 2013","Sun Apr 14 15:33:04 2013","","Modern Marvels: Mount Rushmore","TV Episode","Jeff Scheftel","8","7.2","44","1993","documentary, history","33","1996-02-11","http://www.imdb.com/title/tt0854558/"
"634","tt0819791","Sun Apr 14 15:36:36 2013","Sun Apr 14 15:36:36 2013","","The One Percent","Documentary","Jamie Johnson","7","6.9","","2006","documentary","827","2006-04-29","http://www.imdb.com/title/tt0819791/"
"635","tt1358315","Sun Apr 14 19:24:47 2013","Sun Apr 14 19:24:47 2013","","Frontline: Ten Trillion and Counting","TV Episode","","8","7.6","56","1983","documentary","38","2009-03-25","http://www.imdb.com/title/tt1358315/"
"636","tt1632703","Sun Apr 14 19:26:30 2013","Sun Apr 14 19:26:30 2013","","Burzynski","Documentary","Eric Merola","8","7.4","108","2010","documentary","784","2010-03-20","http://www.imdb.com/title/tt1632703/"
"637","tt1782251","Sun Apr 14 19:27:52 2013","Sun Apr 14 19:27:52 2013","","American Experience: Panama Canal","TV Episode","Stephen Ives","8","7.7","84","1988","documentary, biography, history","54","2011-01-24","http://www.imdb.com/title/tt1782251/"
"638","tt1717315","Sun Apr 14 19:29:05 2013","Sun Apr 14 19:29:05 2013","","Frontline: The Spill","TV Episode","","8","7.7","","1983","documentary","21","2010-10-26","http://www.imdb.com/title/tt1717315/"
"639","tt1787810","Sun Apr 14 19:30:17 2013","Sun Apr 14 19:30:17 2013","","The Flaw","Documentary","David Sington","8","7.4","78","2011","documentary, history","432","2011-01-21","http://www.imdb.com/title/tt1787810/"
"640","tt1737747","Sun Apr 14 19:31:30 2013","Sun Apr 14 19:31:30 2013","","Something Ventured","Documentary","Daniel Geller, Dayna Goldfine","7","7.0","84","2011","documentary, biography, history","489","2011-04-24","http://www.imdb.com/title/tt1737747/"
"641","tt0475043","Sun Apr 14 19:32:51 2013","Sun Apr 14 19:32:51 2013","","Guns, Germs, and Steel","TV Series","","8","7.6","","2005","documentary, history","833","2005-07-11","http://www.imdb.com/title/tt0475043/"
"642","tt0449461","Sun Apr 14 19:36:08 2013","Sun Apr 14 19:36:08 2013","","Nova ScienceNow","TV Series","","9","8.5","60","2005","documentary","373","2005-01-25","http://www.imdb.com/title/tt0449461/"
"643","tt0354333","Sun Apr 14 19:38:56 2013","Sun Apr 14 19:38:56 2013","","Secrets of the Dead","TV Series","","8","8.0","","1999","documentary, history, mystery, war","252","1999-07-13","http://www.imdb.com/title/tt0354333/"
"644","tt1333053","Sun Apr 14 19:57:51 2013","Sun Apr 14 19:57:51 2013","","The Story of India","Mini-Series","","6","8.7","60","2007","documentary, history","722","2007-08-24","http://www.imdb.com/title/tt1333053/"
"645","tt2325908","Mon Apr 15 08:32:08 2013","Mon Apr 15 08:32:08 2013","","End of the Road: How Money Became Worthless","Documentary","Tim Delmastro","8","7.5","55","2012","documentary","347","2012-08-18","http://www.imdb.com/title/tt2325908/"
"646","tt0973001","Mon Apr 15 08:34:56 2013","Mon Apr 15 08:34:56 2013","","Ancient Mysteries: Knights Templar","TV Episode","","7","5.9","","1994","documentary, history, mystery","8","1997-09-07","http://www.imdb.com/title/tt0973001/"
"647","tt0206470","Mon Apr 15 08:35:31 2013","Mon Apr 15 08:35:31 2013","","Ancient Mysteries","TV Series","","8","7.8","45","1994","documentary, history, mystery","100","1994-01-07","http://www.imdb.com/title/tt0206470/"
"648","tt1803591","Mon Apr 15 08:39:48 2013","Mon Apr 15 08:39:48 2013","","American Experience: The Great Famine","TV Episode","Austin Hoyt, Aisiyuak Yumagulov","7","7.1","54","1988","documentary, biography, history","34","2011-04-11","http://www.imdb.com/title/tt1803591/"
"649","tt1429633","Mon Apr 15 08:41:12 2013","Mon Apr 15 08:41:12 2013","","Frontline: The Madoff Affair","TV Episode","Marcela Gaviria","7","7.4","56","1983","documentary","57","2009-05-12","http://www.imdb.com/title/tt1429633/"
"650","tt1758419","Mon Apr 15 08:44:03 2013","Mon Apr 15 08:44:03 2013","","Secrets of the Dead: Lost Ships of Rome","TV Episode","","6","6.2","54","1999","documentary, history, mystery, war","42","2010-11-17","http://www.imdb.com/title/tt1758419/"
"651","tt0103519","Mon Apr 15 08:51:07 2013","Mon Apr 15 08:51:07 2013","","The Real West","TV Series","","8","8.1","50","1992","documentary, western","65","1992-10-01","http://www.imdb.com/title/tt0103519/"
"652","tt1478841","Mon Apr 15 09:08:11 2013","Mon Apr 15 09:08:11 2013","","The Buddha","Documentary","David Grubin","8","7.6","120","2010","documentary","697","2010-04-17","http://www.imdb.com/title/tt1478841/"
"653","tt2306299","Tue Apr 16 23:39:49 2013","Tue Apr 16 23:39:49 2013","","Vikings","TV Series","","9","8.6","44","2013","action, drama, history, war","184627","2013-03-03","http://www.imdb.com/title/tt2306299/"
"654","tt0776794","Fri May 10 12:06:30 2013","Fri May 10 12:06:30 2013","","A Crude Awakening: The Oil Crash","Documentary","Basil Gelpke, Raymond McCormack","8","7.9","84","2006","documentary, war","1803","2006-03","http://www.imdb.com/title/tt0776794/"
"655","tt0076993","Wed May 15 05:05:48 2013","Wed May 15 05:05:48 2013","","Centennial","Mini-Series","","8","8.6","1256","1978","action, adventure, drama, romance, western","2182","1978-10-01","http://www.imdb.com/title/tt0076993/"
"656","tt0072824","Wed May 15 07:07:09 2013","Wed May 15 07:07:09 2013","","The Count of Monte-Cristo","TV Movie","David Greene","7","7.0","119","1975","adventure, drama, history","2794","1975-01-10","http://www.imdb.com/title/tt0072824/"
